piece,condition,axis,bin_beats,cap,config,k,n,beta0_p2,beta0_p3,beta0_p5,beta0_p7,giant_p2,giant_p3,giant_p5,giant_p7,Delta23,Delta25,Delta27,DeltaG23,DeltaG25,DeltaG27
bwv1050_mov2,seconds_cap300,seconds,,300,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov2,seconds_cap300,seconds,,300,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,8,3,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,10,3,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,A,12,3,1,1,1,2,1.0,1.0,1.0,0.503333,0,0,-1,0.0,0.0,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,8,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,10,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,B,12,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,8,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,10,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,beats_bin12_cap300,beats,12,300,C,12,3,1,1,2,2,1.0,1.0,0.503333,0.503333,0,-1,-1,0.0,0.496667,0.496667
bwv1050_mov3,seconds_cap300,seconds,,300,A,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,A,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,B,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,8,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,8,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,8,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,10,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,10,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,10,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,12,1,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,12,2,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
bwv1050_mov3,seconds_cap300,seconds,,300,C,12,3,1,1,1,1,1.0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0
